"gender","occ","employ_n","year"
"Men","Professional and related occupations",519000,2017
"Men","Protective service occupations",48000,2017
"Men","Service occupations, except protective",316000,2017
"Men","Sales and related occupations",5195000,2017
"Men","Office and administrative support occupations",1460000,2017
"Men","Farming, fishing, and forestry occupations",32000,2017
"Men","Construction and extraction occupations",91000,2017
"Men","Installation, maintenance, and repair occupations",679000,2017
"Men","Production occupations",374000,2017
"Men","Transportation and material moving occupations",1630000,2017
"Men","Management, business, and financial operations occupations",324000,2017
"Men","Professional and related occupations",112000,2017
"Men","Protective service occupations",3000,2017
"Men","Service occupations, except protective",22000,2017
"Men","Sales and related occupations",963000,2017
"Men","Office and administrative support occupations",234000,2017
"Men","Farming, fishing, and forestry occupations",26000,2017
"Men","Construction and extraction occupations",22000,2017
"Men","Installation, maintenance, and repair occupations",122000,2017
"Men","Production occupations",81000,2017
"Men","Transportation and material moving occupations",610000,2017
"Men","Management, business, and financial operations occupations",509000,2017
"Men","Professional and related occupations",407000,2017
"Men","Protective service occupations",45000,2017
"Men","Service occupations, except protective",293000,2017
"Men","Sales and related occupations",4231000,2017
"Men","Office and administrative support occupations",1226000,2017
"Men","Farming, fishing, and forestry occupations",6000,2017
"Men","Construction and extraction occupations",68000,2017
"Men","Installation, maintenance, and repair occupations",557000,2017
"Men","Production occupations",293000,2017
"Men","Transportation and material moving occupations",1020000,2017
"Men","Management, business, and financial operations occupations",613000,2017
"Men","Professional and related occupations",287000,2017
"Men","Protective service occupations",25000,2017
"Men","Service occupations, except protective",90000,2017
"Men","Sales and related occupations",86000,2017
"Men","Office and administrative support occupations",801000,2017
"Men","Farming, fishing, and forestry occupations",3000,2017
"Men","Construction and extraction occupations",174000,2017
"Men","Installation, maintenance, and repair occupations",527000,2017
"Men","Production occupations",334000,2017
"Men","Transportation and material moving occupations",3263000,2017
"Men","Management, business, and financial operations occupations",338000,2017
"Men","Professional and related occupations",736000,2017
"Men","Protective service occupations",6000,2017
"Men","Service occupations, except protective",34000,2017
"Men","Sales and related occupations",186000,2017
"Men","Office and administrative support occupations",135000,2017
"Men","Farming, fishing, and forestry occupations",0,2017
"Men","Construction and extraction occupations",13000,2017
"Men","Installation, maintenance, and repair occupations",268000,2017
"Men","Production occupations",27000,2017
"Men","Transportation and material moving occupations",30000,2017
"Men","Management, business, and financial operations occupations",2245000,2017
"Men","Professional and related occupations",524000,2017
"Men","Protective service occupations",33000,2017
"Men","Service occupations, except protective",233000,2017
"Men","Sales and related occupations",1131000,2017
"Men","Office and administrative support occupations",431000,2017
"Men","Farming, fishing, and forestry occupations",0,2017
"Men","Construction and extraction occupations",46000,2017
"Men","Installation, maintenance, and repair occupations",174000,2017
"Men","Production occupations",20000,2017
"Men","Transportation and material moving occupations",102000,2017
"Men","Management, business, and financial operations occupations",2689000,2017
"Men","Professional and related occupations",3930000,2017
"Men","Protective service occupations",413000,2017
"Men","Service occupations, except protective",1839000,2017
"Men","Sales and related occupations",348000,2017
"Men","Office and administrative support occupations",539000,2017
"Men","Farming, fishing, and forestry occupations",14000,2017
"Men","Construction and extraction occupations",121000,2017
"Men","Installation, maintenance, and repair occupations",285000,2017
"Men","Production occupations",219000,2017
"Men","Transportation and material moving occupations",484000,2017
"Men","Management, business, and financial operations occupations",1125000,2017
"Men","Professional and related occupations",5199000,2017
"Men","Protective service occupations",121000,2017
"Men","Service occupations, except protective",1430000,2017
"Men","Sales and related occupations",29000,2017
"Men","Office and administrative support occupations",341000,2017
"Men","Farming, fishing, and forestry occupations",3000,2017
"Men","Construction and extraction occupations",76000,2017
"Men","Installation, maintenance, and repair occupations",183000,2017
"Men","Production occupations",67000,2017
"Men","Transportation and material moving occupations",231000,2017
"Men","Management, business, and financial operations occupations",1035000,2017
"Men","Professional and related occupations",557000,2017
"Men","Protective service occupations",140000,2017
"Men","Service occupations, except protective",4238000,2017
"Men","Sales and related occupations",280000,2017
"Men","Office and administrative support occupations",232000,2017
"Men","Farming, fishing, and forestry occupations",4000,2017
"Men","Construction and extraction occupations",33000,2017
"Men","Installation, maintenance, and repair occupations",104000,2017
"Men","Production occupations",70000,2017
"Men","Transportation and material moving occupations",301000,2017
"Men","Management, business, and financial operations occupations",295000,2017
"Men","Professional and related occupations",553000,2017
"Men","Protective service occupations",20000,2017
"Men","Service occupations, except protective",666000,2017
"Men","Sales and related occupations",277000,2017
"Men","Office and administrative support occupations",80000,2017
"Men","Farming, fishing, and forestry occupations",2000,2017
"Men","Construction and extraction occupations",24000,2017
"Men","Installation, maintenance, and repair occupations",1075000,2017
"Men","Production occupations",310000,2017
"Men","Transportation and material moving occupations",315000,2017
"Men","Management, business, and financial operations occupations",294000,2017
"Men","Professional and related occupations",551000,2017
"Men","Protective service occupations",20000,2017
"Men","Service occupations, except protective",624000,2017
"Men","Sales and related occupations",277000,2017
"Men","Office and administrative support occupations",80000,2017
"Men","Farming, fishing, and forestry occupations",2000,2017
"Men","Construction and extraction occupations",23000,2017
"Men","Installation, maintenance, and repair occupations",1075000,2017
"Men","Production occupations",310000,2017
"Men","Transportation and material moving occupations",307000,2017
"Men","Management, business, and financial operations occupations",1000,2017
"Men","Professional and related occupations",2000,2017
"Men","Protective service occupations",0,2017
"Men","Service occupations, except protective",42000,2017
"Men","Sales and related occupations",0,2017
"Men","Office and administrative support occupations",0,2017
"Men","Farming, fishing, and forestry occupations",0,2017
"Men","Construction and extraction occupations",1000,2017
"Men","Installation, maintenance, and repair occupations",0,2017
"Men","Production occupations",0,2017
"Men","Transportation and material moving occupations",8000,2017
"Men","Management, business, and financial operations occupations",630000,2017
"Men","Professional and related occupations",896000,2017
"Men","Protective service occupations",1556000,2017
"Men","Service occupations, except protective",132000,2017
"Men","Sales and related occupations",17000,2017
"Men","Office and administrative support occupations",295000,2017
"Men","Farming, fishing, and forestry occupations",15000,2017
"Men","Construction and extraction occupations",99000,2017
"Men","Installation, maintenance, and repair occupations",154000,2017
"Men","Production occupations",63000,2017
"Men","Transportation and material moving occupations",80000,2017
"Women","Management, business, and financial operations occupations",278000,2017
"Women","Professional and related occupations",14000,2017
"Women","Protective service occupations",2000,2017
"Women","Service occupations, except protective",29000,2017
"Women","Sales and related occupations",5000,2017
"Women","Office and administrative support occupations",68000,2017
"Women","Farming, fishing, and forestry occupations",200000,2017
"Women","Construction and extraction occupations",0,2017
"Women","Installation, maintenance, and repair occupations",0,2017
"Women","Production occupations",4000,2017
"Women","Transportation and material moving occupations",11000,2017
"Women","Management, business, and financial operations occupations",27000,2017
"Women","Professional and related occupations",25000,2017
"Women","Protective service occupations",0,2017
"Women","Service occupations, except protective",1000,2017
"Women","Sales and related occupations",1000,2017
"Women","Office and administrative support occupations",31000,2017
"Women","Farming, fishing, and forestry occupations",0,2017
"Women","Construction and extraction occupations",5000,2017
"Women","Installation, maintenance, and repair occupations",1000,2017
"Women","Production occupations",1000,2017
"Women","Transportation and material moving occupations",1000,2017
"Women","Management, business, and financial operations occupations",252000,2017
"Women","Professional and related occupations",56000,2017
"Women","Protective service occupations",2000,2017
"Women","Service occupations, except protective",9000,2017
"Women","Sales and related occupations",21000,2017
"Women","Office and administrative support occupations",421000,2017
"Women","Farming, fishing, and forestry occupations",0,2017
"Women","Construction and extraction occupations",192000,2017
"Women","Installation, maintenance, and repair occupations",9000,2017
"Women","Production occupations",3000,2017
"Women","Transportation and material moving occupations",7000,2017
"Women","Management, business, and financial operations occupations",871000,2017
"Women","Professional and related occupations",509000,2017
"Women","Protective service occupations",8000,2017
"Women","Service occupations, except protective",81000,2017
"Women","Sales and related occupations",224000,2017
"Women","Office and administrative support occupations",783000,2017
"Women","Farming, fishing, and forestry occupations",35000,2017
"Women","Construction and extraction occupations",10000,2017
"Women","Installation, maintenance, and repair occupations",32000,2017
"Women","Production occupations",1755000,2017
"Women","Transportation and material moving occupations",243000,2017
"Women","Management, business, and financial operations occupations",503000,2017
"Women","Professional and related occupations",296000,2017
"Women","Protective service occupations",5000,2017
"Women","Service occupations, except protective",30000,2017
"Women","Sales and related occupations",76000,2017
"Women","Office and administrative support occupations",498000,2017
"Women","Farming, fishing, and forestry occupations",1000,2017
"Women","Construction and extraction occupations",5000,2017
"Women","Installation, maintenance, and repair occupations",25000,2017
"Women","Production occupations",917000,2017
"Women","Transportation and material moving occupations",106000,2017
"Women","Management, business, and financial operations occupations",368000,2017
"Women","Professional and related occupations",213000,2017
"Women","Protective service occupations",3000,2017
"Women","Service occupations, except protective",51000,2017
"Women","Sales and related occupations",148000,2017
"Women","Office and administrative support occupations",285000,2017
"Women","Farming, fishing, and forestry occupations",35000,2017
"Women","Construction and extraction occupations",4000,2017
"Women","Installation, maintenance, and repair occupations",7000,2017
"Women","Production occupations",837000,2017
"Women","Transportation and material moving occupations",137000,2017
"Women","Management, business, and financial operations occupations",664000,2017
"Women","Professional and related occupations",689000,2017
"Women","Protective service occupations",21000,2017
"Women","Service occupations, except protective",354000,2017
"Women","Sales and related occupations",4934000,2017
"Women","Office and administrative support occupations",1858000,2017
"Women","Farming, fishing, and forestry occupations",29000,2017
"Women","Construction and extraction occupations",5000,2017
"Women","Installation, maintenance, and repair occupations",30000,2017
"Women","Production occupations",205000,2017
"Women","Transportation and material moving occupations",347000,2017
"Women","Management, business, and financial operations occupations",189000,2017
"Women","Professional and related occupations",61000,2017
"Women","Protective service occupations",1000,2017
"Women","Service occupations, except protective",11000,2017
"Women","Sales and related occupations",341000,2017
"Women","Office and administrative support occupations",308000,2017
"Women","Farming, fishing, and forestry occupations",25000,2017
"Women","Construction and extraction occupations",0,2017
"Women","Installation, maintenance, and repair occupations",5000,2017
"Women","Production occupations",41000,2017
"Women","Transportation and material moving occupations",91000,2017
"Women","Management, business, and financial operations occupations",476000,2017
"Women","Professional and related occupations",628000,2017
"Women","Protective service occupations",21000,2017
"Women","Service occupations, except protective",342000,2017
"Women","Sales and related occupations",4593000,2017
"Women","Office and administrative support occupations",1550000,2017
"Women","Farming, fishing, and forestry occupations",4000,2017
"Women","Construction and extraction occupations",5000,2017
"Women","Installation, maintenance, and repair occupations",25000,2017
"Women","Production occupations",164000,2017
"Women","Transportation and material moving occupations",256000,2017
"Women","Management, business, and financial operations occupations",263000,2017
"Women","Professional and related occupations",92000,2017
"Women","Protective service occupations",9000,2017
"Women","Service occupations, except protective",62000,2017
"Women","Sales and related occupations",37000,2017
"Women","Office and administrative support occupations",851000,2017
"Women","Farming, fishing, and forestry occupations",1000,2017
"Women","Construction and extraction occupations",2000,2017
"Women","Installation, maintenance, and repair occupations",16000,2017
"Women","Production occupations",39000,2017
"Women","Transportation and material moving occupations",584000,2017
"Women","Management, business, and financial operations occupations",226000,2017
"Women","Professional and related occupations",399000,2017
"Women","Protective service occupations",0,2017
"Women","Service occupations, except protective",39000,2017
"Women","Sales and related occupations",144000,2017
"Women","Office and administrative support occupations",293000,2017
"Women","Farming, fishing, and forestry occupations",0,2017
"Women","Construction and extraction occupations",0,2017
"Women","Installation, maintenance, and repair occupations",11000,2017
"Women","Production occupations",13000,2017
"Women","Transportation and material moving occupations",7000,2017
"Women","Management, business, and financial operations occupations",2153000,2017
"Women","Professional and related occupations",383000,2017
"Women","Protective service occupations",29000,2017
"Women","Service occupations, except protective",93000,2017
"Women","Sales and related occupations",1153000,2017
"Women","Office and administrative support occupations",1681000,2017
"Women","Farming, fishing, and forestry occupations",0,2017
"Women","Construction and extraction occupations",3000,2017
"Women","Installation, maintenance, and repair occupations",12000,2017
"Women","Production occupations",21000,2017
"Women","Transportation and material moving occupations",14000,2017
"Women","Management, business, and financial operations occupations",2151000,2017
"Women","Professional and related occupations",2198000,2017
"Women","Protective service occupations",144000,2017
"Women","Service occupations, except protective",1201000,2017
"Women","Sales and related occupations",296000,2017
"Women","Office and administrative support occupations",1740000,2017
"Women","Farming, fishing, and forestry occupations",3000,2017
"Women","Construction and extraction occupations",10000,2017
"Women","Installation, maintenance, and repair occupations",18000,2017
"Women","Production occupations",91000,2017
"Women","Transportation and material moving occupations",101000,2017
"Women","Management, business, and financial operations occupations",2183000,2017
"Women","Professional and related occupations",14096000,2017
"Women","Protective service occupations",61000,2017
"Women","Service occupations, except protective",5742000,2017
"Women","Sales and related occupations",71000,2017
"Women","Office and administrative support occupations",3198000,2017
"Women","Farming, fishing, and forestry occupations",1000,2017
"Women","Construction and extraction occupations",7000,2017
"Women","Installation, maintenance, and repair occupations",18000,2017
"Women","Production occupations",101000,2017
"Women","Transportation and material moving occupations",201000,2017
"Women","Management, business, and financial operations occupations",983000,2017
"Women","Professional and related occupations",441000,2017
"Women","Protective service occupations",61000,2017
"Women","Service occupations, except protective",4428000,2017
"Women","Sales and related occupations",762000,2017
"Women","Office and administrative support occupations",476000,2017
"Women","Farming, fishing, and forestry occupations",1000,2017
"Women","Construction and extraction occupations",3000,2017
"Women","Installation, maintenance, and repair occupations",6000,2017
"Women","Production occupations",68000,2017
"Women","Transportation and material moving occupations",66000,2017
"Women","Management, business, and financial operations occupations",400000,2017
"Women","Professional and related occupations",423000,2017
"Women","Protective service occupations",7000,2017
"Women","Service occupations, except protective",2206000,2017
"Women","Sales and related occupations",108000,2017
"Women","Office and administrative support occupations",524000,2017
"Women","Farming, fishing, and forestry occupations",0,2017
"Women","Construction and extraction occupations",0,2017
"Women","Installation, maintenance, and repair occupations",35000,2017
"Women","Production occupations",131000,2017
"Women","Transportation and material moving occupations",33000,2017
"Women","Management, business, and financial operations occupations",394000,2017
"Women","Professional and related occupations",419000,2017
"Women","Protective service occupations",7000,2017
"Women","Service occupations, except protective",1617000,2017
"Women","Sales and related occupations",108000,2017
"Women","Office and administrative support occupations",519000,2017
"Women","Farming, fishing, and forestry occupations",0,2017
"Women","Construction and extraction occupations",0,2017
"Women","Installation, maintenance, and repair occupations",35000,2017
"Women","Production occupations",131000,2017
"Women","Transportation and material moving occupations",33000,2017
"Women","Management, business, and financial operations occupations",6000,2017
"Women","Professional and related occupations",4000,2017
"Women","Protective service occupations",0,2017
"Women","Service occupations, except protective",588000,2017
"Women","Sales and related occupations",0,2017
"Women","Office and administrative support occupations",4000,2017
"Women","Farming, fishing, and forestry occupations",0,2017
"Women","Construction and extraction occupations",0,2017
"Women","Installation, maintenance, and repair occupations",0,2017
"Women","Production occupations",0,2017
"Women","Transportation and material moving occupations",0,2017
"Women","Management, business, and financial operations occupations",721000,2017
"Women","Professional and related occupations",916000,2017
"Women","Protective service occupations",350000,2017
"Women","Service occupations, except protective",193000,2017
"Women","Sales and related occupations",15000,2017
"Women","Office and administrative support occupations",899000,2017
"Women","Farming, fishing, and forestry occupations",6000,2017
"Women","Construction and extraction occupations",6000,2017
"Women","Installation, maintenance, and repair occupations",11000,2017
"Women","Production occupations",17000,2017
"Women","Transportation and material moving occupations",14000,2017
"Men","Management, business, and financial operations occupations",803000,2016
"Men","Professional and related occupations",37000,2016
"Men","Protective service occupations",13000,2016
"Men","Service occupations, except protective",58000,2016
"Men","Sales and related occupations",8000,2016
"Men","Office and administrative support occupations",14000,2016
"Men","Farming, fishing, and forestry occupations",761000,2016
"Men","Construction and extraction occupations",10000,2016
"Men","Installation, maintenance, and repair occupations",37000,2016
"Men","Production occupations",27000,2016
"Men","Transportation and material moving occupations",71000,2016
"Men","Management, business, and financial operations occupations",124000,2016
"Men","Professional and related occupations",109000,2016
"Men","Protective service occupations",2000,2016
"Men","Service occupations, except protective",5000,2016
"Men","Sales and related occupations",12000,2016
"Men","Office and administrative support occupations",12000,2016
"Men","Farming, fishing, and forestry occupations",0,2016
"Men","Construction and extraction occupations",228000,2016
"Men","Installation, maintenance, and repair occupations",52000,2016
"Men","Production occupations",59000,2016
"Men","Transportation and material moving occupations",82000,2016
"Men","Management, business, and financial operations occupations",1539000,2016
"Men","Professional and related occupations",218000,2016
"Men","Protective service occupations",9000,2016
"Men","Service occupations, except protective",48000,2016
"Men","Sales and related occupations",83000,2016
"Men","Office and administrative support occupations",80000,2016
"Men","Farming, fishing, and forestry occupations",3000,2016
"Men","Construction and extraction occupations",6469000,2016
"Men","Installation, maintenance, and repair occupations",551000,2016
"Men","Production occupations",147000,2016
"Men","Transportation and material moving occupations",244000,2016
"Men","Management, business, and financial operations occupations",1821000,2016
"Men","Professional and related occupations",1704000,2016
"Men","Protective service occupations",25000,2016
"Men","Service occupations, except protective",151000,2016
"Men","Sales and related occupations",416000,2016
"Men","Office and administrative support occupations",496000,2016
"Men","Farming, fishing, and forestry occupations",27000,2016
"Men","Construction and extraction occupations",294000,2016
"Men","Installation, maintenance, and repair occupations",604000,2016
"Men","Production occupations",4389000,2016
"Men","Transportation and material moving occupations",1020000,2016
"Men","Management, business, and financial operations occupations",1219000,2016
"Men","Professional and related occupations",1313000,2016
"Men","Protective service occupations",14000,2016
"Men","Service occupations, except protective",63000,2016
"Men","Sales and related occupations",238000,2016
"Men","Office and administrative support occupations",292000,2016
"Men","Farming, fishing, and forestry occupations",6000,2016
"Men","Construction and extraction occupations",235000,2016
"Men","Installation, maintenance, and repair occupations",389000,2016
"Men","Production occupations",2956000,2016
"Men","Transportation and material moving occupations",562000,2016
"Men","Management, business, and financial operations occupations",602000,2016
"Men","Professional and related occupations",391000,2016
"Men","Protective service occupations",11000,2016
"Men","Service occupations, except protective",88000,2016
"Men","Sales and related occupations",179000,2016
"Men","Office and administrative support occupations",203000,2016
"Men","Farming, fishing, and forestry occupations",22000,2016
"Men","Construction and extraction occupations",59000,2016
"Men","Installation, maintenance, and repair occupations",216000,2016
"Men","Production occupations",1434000,2016
"Men","Transportation and material moving occupations",458000,2016
"Men","Management, business, and financial operations occupations",895000,2016
"Men","Professional and related occupations",513000,2016
"Men","Protective service occupations",52000,2016
"Men","Service occupations, except protective",330000,2016
"Men","Sales and related occupations",5218000,2016
"Men","Office and administrative support occupations",1441000,2016
"Men","Farming, fishing, and forestry occupations",24000,2016
"Men","Construction and extraction occupations",83000,2016
"Men","Installation, maintenance, and repair occupations",723000,2016
"Men","Production occupations",363000,2016
"Men","Transportation and material moving occupations",1569000,2016
"Men","Management, business, and financial operations occupations",380000,2016
"Men","Professional and related occupations",116000,2016
"Men","Protective service occupations",3000,2016
"Men","Service occupations, except protective",23000,2016
"Men","Sales and related occupations",990000,2016
"Men","Office and administrative support occupations",232000,2016
"Men","Farming, fishing, and forestry occupations",18000,2016
"Men","Construction and extraction occupations",21000,2016
"Men","Installation, maintenance, and repair occupations",125000,2016
"Men","Production occupations",71000,2016
"Men","Transportation and material moving occupations",589000,2016
"Men","Management, business, and financial operations occupations",515000,2016
"Men","Professional and related occupations",397000,2016
"Men","Protective service occupations",48000,2016
"Men","Service occupations, except protective",307000,2016
"Men","Sales and related occupations",4229000,2016
"Men","Office and administrative support occupations",1209000,2016
"Men","Farming, fishing, and forestry occupations",7000,2016
"Men","Construction and extraction occupations",63000,2016
"Men","Installation, maintenance, and repair occupations",598000,2016
"Men","Production occupations",292000,2016
"Men","Transportation and material moving occupations",980000,2016
"Men","Management, business, and financial operations occupations",588000,2016
"Men","Professional and related occupations",277000,2016
"Men","Protective service occupations",20000,2016
"Men","Service occupations, except protective",75000,2016
"Men","Sales and related occupations",62000,2016
"Men","Office and administrative support occupations",864000,2016
"Men","Farming, fishing, and forestry occupations",1000,2016
"Men","Construction and extraction occupations",179000,2016
"Men","Installation, maintenance, and repair occupations",506000,2016
"Men","Production occupations",275000,2016
"Men","Transportation and material moving occupations",3281000,2016
"Men","Management, business, and financial operations occupations",344000,2016
"Men","Professional and related occupations",687000,2016
"Men","Protective service occupations",2000,2016
"Men","Service occupations, except protective",37000,2016
"Men","Sales and related occupations",199000,2016
"Men","Office and administrative support occupations",121000,2016
"Men","Farming, fishing, and forestry occupations",0,2016
"Men","Construction and extraction occupations",7000,2016
"Men","Installation, maintenance, and repair occupations",243000,2016
"Men","Production occupations",27000,2016
"Men","Transportation and material moving occupations",28000,2016
"Men","Management, business, and financial operations occupations",2248000,2016
"Men","Professional and related occupations",480000,2016
"Men","Protective service occupations",37000,2016
"Men","Service occupations, except protective",235000,2016
"Men","Sales and related occupations",1161000,2016
"Men","Office and administrative support occupations",429000,2016
"Men","Farming, fishing, and forestry occupations",0,2016
"Men","Construction and extraction occupations",50000,2016
"Men","Installation, maintenance, and repair occupations",197000,2016
"Men","Production occupations",26000,2016
"Men","Transportation and material moving occupations",105000,2016
"Men","Management, business, and financial operations occupations",2596000,2016
"Men","Professional and related occupations",3826000,2016
"Men","Protective service occupations",452000,2016
"Men","Service occupations, except protective",1783000,2016
"Men","Sales and related occupations",312000,2016
"Men","Office and administrative support occupations",557000,2016
"Men","Farming, fishing, and forestry occupations",16000,2016
"Men","Construction and extraction occupations",160000,2016
"Men","Installation, maintenance, and repair occupations",285000,2016
"Men","Production occupations",262000,2016
"Men","Transportation and material moving occupations",494000,2016
"Men","Management, business, and financial operations occupations",1135000,2016
"Men","Professional and related occupations",5066000,2016
"Men","Protective service occupations",132000,2016
"Men","Service occupations, except protective",1388000,2016
"Men","Sales and related occupations",40000,2016
"Men","Office and administrative support occupations",383000,2016
"Men","Farming, fishing, and forestry occupations",0,2016
"Men","Construction and extraction occupations",80000,2016
"Men","Installation, maintenance, and repair occupations",191000,2016
"Men","Production occupations",72000,2016
"Men","Transportation and material moving occupations",204000,2016
"Men","Management, business, and financial operations occupations",992000,2016
"Men","Professional and related occupations",540000,2016
"Men","Protective service occupations",142000,2016
"Men","Service occupations, except protective",4332000,2016
"Men","Sales and related occupations",298000,2016
"Men","Office and administrative support occupations",207000,2016
"Men","Farming, fishing, and forestry occupations",4000,2016
"Men","Construction and extraction occupations",35000,2016
"Men","Installation, maintenance, and repair occupations",108000,2016
"Men","Production occupations",65000,2016
"Men","Transportation and material moving occupations",282000,2016
"Men","Management, business, and financial operations occupations",318000,2016
"Men","Professional and related occupations",559000,2016
"Men","Protective service occupations",12000,2016
"Men","Service occupations, except protective",594000,2016
"Men","Sales and related occupations",260000,2016
"Men","Office and administrative support occupations",66000,2016
"Men","Farming, fishing, and forestry occupations",2000,2016
"Men","Construction and extraction occupations",13000,2016
"Men","Installation, maintenance, and repair occupations",1077000,2016
"Men","Production occupations",304000,2016
"Men","Transportation and material moving occupations",294000,2016
"Men","Management, business, and financial operations occupations",318000,2016
"Men","Professional and related occupations",557000,2016
"Men","Protective service occupations",12000,2016
"Men","Service occupations, except protective",549000,2016
"Men","Sales and related occupations",260000,2016
"Men","Office and administrative support occupations",65000,2016
"Men","Farming, fishing, and forestry occupations",2000,2016
"Men","Construction and extraction occupations",12000,2016
"Men","Installation, maintenance, and repair occupations",1077000,2016
"Men","Production occupations",304000,2016
"Men","Transportation and material moving occupations",282000,2016
"Men","Management, business, and financial operations occupations",0,2016
"Men","Professional and related occupations",2000,2016
"Men","Protective service occupations",0,2016
"Men","Service occupations, except protective",45000,2016
"Men","Sales and related occupations",0,2016
"Men","Office and administrative support occupations",1000,2016
"Men","Farming, fishing, and forestry occupations",0,2016
"Men","Construction and extraction occupations",1000,2016
"Men","Installation, maintenance, and repair occupations",0,2016
"Men","Production occupations",0,2016
"Men","Transportation and material moving occupations",11000,2016
"Men","Management, business, and financial operations occupations",616000,2016
"Men","Professional and related occupations",810000,2016
"Men","Protective service occupations",1524000,2016
"Men","Service occupations, except protective",167000,2016
"Men","Sales and related occupations",19000,2016
"Men","Office and administrative support occupations",266000,2016
"Men","Farming, fishing, and forestry occupations",12000,2016
"Men","Construction and extraction occupations",85000,2016
"Men","Installation, maintenance, and repair occupations",127000,2016
"Men","Production occupations",56000,2016
"Men","Transportation and material moving occupations",78000,2016
"Women","Management, business, and financial operations occupations",281000,2016
"Women","Professional and related occupations",16000,2016
"Women","Protective service occupations",1000,2016
"Women","Service occupations, except protective",37000,2016
"Women","Sales and related occupations",8000,2016
"Women","Office and administrative support occupations",74000,2016
"Women","Farming, fishing, and forestry occupations",183000,2016
"Women","Construction and extraction occupations",1000,2016
"Women","Installation, maintenance, and repair occupations",0,2016
"Women","Production occupations",8000,2016
"Women","Transportation and material moving occupations",13000,2016
"Women","Management, business, and financial operations occupations",33000,2016
"Women","Professional and related occupations",25000,2016
"Women","Protective service occupations",0,2016
"Women","Service occupations, except protective",2000,2016
"Women","Sales and related occupations",1000,2016
"Women","Office and administrative support occupations",37000,2016
"Women","Farming, fishing, and forestry occupations",0,2016
"Women","Construction and extraction occupations",3000,2016
"Women","Installation, maintenance, and repair occupations",0,2016
"Women","Production occupations",3000,2016
"Women","Transportation and material moving occupations",2000,2016
"Women","Management, business, and financial operations occupations",245000,2016
"Women","Professional and related occupations",48000,2016
"Women","Protective service occupations",4000,2016
"Women","Service occupations, except protective",10000,2016
"Women","Sales and related occupations",20000,2016
"Women","Office and administrative support occupations",403000,2016
"Women","Farming, fishing, and forestry occupations",0,2016
"Women","Construction and extraction occupations",188000,2016
"Women","Installation, maintenance, and repair occupations",8000,2016
"Women","Production occupations",5000,2016
"Women","Transportation and material moving occupations",8000,2016
"Women","Management, business, and financial operations occupations",852000,2016
"Women","Professional and related occupations",483000,2016
"Women","Protective service occupations",4000,2016
"Women","Service occupations, except protective",82000,2016
"Women","Sales and related occupations",223000,2016
"Women","Office and administrative support occupations",800000,2016
"Women","Farming, fishing, and forestry occupations",32000,2016
"Women","Construction and extraction occupations",9000,2016
"Women","Installation, maintenance, and repair occupations",29000,2016
"Women","Production occupations",1708000,2016
"Women","Transportation and material moving occupations",237000,2016
"Women","Management, business, and financial operations occupations",511000,2016
"Women","Professional and related occupations",281000,2016
"Women","Protective service occupations",2000,2016
"Women","Service occupations, except protective",28000,2016
"Women","Sales and related occupations",87000,2016
"Women","Office and administrative support occupations",497000,2016
"Women","Farming, fishing, and forestry occupations",0,2016
"Women","Construction and extraction occupations",5000,2016
"Women","Installation, maintenance, and repair occupations",22000,2016
"Women","Production occupations",872000,2016
"Women","Transportation and material moving occupations",112000,2016
"Women","Management, business, and financial operations occupations",341000,2016
"Women","Professional and related occupations",202000,2016
"Women","Protective service occupations",2000,2016
"Women","Service occupations, except protective",54000,2016
"Women","Sales and related occupations",136000,2016
"Women","Office and administrative support occupations",303000,2016
"Women","Farming, fishing, and forestry occupations",31000,2016
"Women","Construction and extraction occupations",4000,2016
"Women","Installation, maintenance, and repair occupations",7000,2016
"Women","Production occupations",836000,2016
"Women","Transportation and material moving occupations",126000,2016
"Women","Management, business, and financial operations occupations",670000,2016
"Women","Professional and related occupations",632000,2016
"Women","Protective service occupations",16000,2016
"Women","Service occupations, except protective",371000,2016
"Women","Sales and related occupations",4990000,2016
"Women","Office and administrative support occupations",1788000,2016
"Women","Farming, fishing, and forestry occupations",19000,2016
"Women","Construction and extraction occupations",6000,2016
"Women","Installation, maintenance, and repair occupations",27000,2016
"Women","Production occupations",180000,2016
"Women","Transportation and material moving occupations",308000,2016
"Women","Management, business, and financial operations occupations",194000,2016
"Women","Professional and related occupations",50000,2016
"Women","Protective service occupations",0,2016
"Women","Service occupations, except protective",16000,2016
"Women","Sales and related occupations",348000,2016
"Women","Office and administrative support occupations",337000,2016
"Women","Farming, fishing, and forestry occupations",16000,2016
"Women","Construction and extraction occupations",0,2016
"Women","Installation, maintenance, and repair occupations",5000,2016
"Women","Production occupations",30000,2016
"Women","Transportation and material moving occupations",77000,2016
"Women","Management, business, and financial operations occupations",475000,2016
"Women","Professional and related occupations",581000,2016
"Women","Protective service occupations",16000,2016
"Women","Service occupations, except protective",355000,2016
"Women","Sales and related occupations",4643000,2016
"Women","Office and administrative support occupations",1450000,2016
"Women","Farming, fishing, and forestry occupations",3000,2016
"Women","Construction and extraction occupations",5000,2016
"Women","Installation, maintenance, and repair occupations",22000,2016
"Women","Production occupations",149000,2016
"Women","Transportation and material moving occupations",231000,2016
"Women","Management, business, and financial operations occupations",269000,2016
"Women","Professional and related occupations",81000,2016
"Women","Protective service occupations",8000,2016
